_time,_value
2023-01-23 17:51:21+00:00,1.0
2023-01-23 17:51:49.100000+00:00,0.0
2023-02-02 05:43:10.600000+00:00,1.0
2023-02-03 18:56:46+00:00,0.0
2023-02-04 09:53:33.700000+00:00,1.0
2023-02-04 14:38:13.400000+00:00,0.0
2023-02-04 21:07:57.300000+00:00,1.0
2023-02-04 21:46:19+00:00,0.0
2023-02-05 01:40:24+00:00,1.0
2023-02-05 06:37:53.900000+00:00,0.0
2023-02-05 10:09:36.600000+00:00,1.0
2023-02-05 13:26:08.700000+00:00,0.0
2023-02-05 16:06:54.300000+00:00,1.0
2023-02-05 20:21:04.100000+00:00,0.0
2023-02-05 22:51:54.400000+00:00,1.0
2023-02-06 04:38:35.600000+00:00,0.0
2023-02-07 21:14:34.700000+00:00,1.0
2023-02-08 04:17:17.100000+00:00,0.0
2023-02-08 15:50:20.500000+00:00,1.0
2023-02-09 04:00:22+00:00,0.0
2023-02-09 11:13:40+00:00,1.0
2023-02-10 05:10:50.900000+00:00,0.0
2023-02-10 14:20:46.500000+00:00,1.0
2023-02-11 04:01:40.900000+00:00,0.0
2023-02-11 15:24:29.600000+00:00,1.0
2023-02-12 03:15:00.600000+00:00,0.0
2023-02-12 11:04:27.800000+00:00,1.0
2023-02-12 17:37:58.500000+00:00,0.0
2023-02-12 18:55:11.300000+00:00,1.0
2023-02-13 01:11:06.700000+00:00,0.0
2023-02-13 02:13:33.100000+00:00,1.0
2023-02-13 03:44:13.900000+00:00,0.0
2023-02-13 07:57:48.100000+00:00,1.0
2023-02-18 20:12:08.600000+00:00,0.0
2023-02-18 20:21:09.900000+00:00,1.0
2023-02-23 05:05:42.500000+00:00,0.0
2023-02-23 18:30:31.200000+00:00,1.0
2023-02-25 09:27:07.500000+00:00,0.0
2023-02-25 11:28:03.500000+00:00,1.0
2023-02-27 07:48:02.900000+00:00,0.0
2023-02-27 16:47:29.900000+00:00,1.0
2023-03-20 10:51:11.600000+00:00,0.0
2023-03-20 13:43:49.100000+00:00,1.0
